,Sala,Fecha2,Presidente,Integrante1,Integrante2,Integrante3,Integrante4
2586,PRIMERA,2021-03-17,AEGNEM,PRADO,SILVA,ALUSIC,FUENTES
2593,PRIMERA,2021-03-18,AEGNEM,SILVA,CONTRERAS,ALUSIC,MUNITA
2602,PRIMERA,2021-03-19,AEGNEM,SILVA,CONTRERAS,MUNITA,HUMERES
2625,PRIMERA,2021-03-22,FUENTES,PRADO,SILVA,ALUSIC,MUNITA
2633,PRIMERA,2021-03-23,FUENTES,SILVA,ALUSIC,MUNITA,FUENTES
2634,PRIMERA,2021-03-24,AEGNEM,FUENTES,PRADO,SILVA,ALUSIC
2645,PRIMERA,2021-03-25,AEGNEM,FUENTES,PRADO,FUENTES,ABENAVIDES
2659,PRIMERA,2021-03-26,AEGNEM,FUENTES,PRADO,MUNITA,FUENTES
2701,PRIMERA,2021-03-29,AEGNEM,FUENTES,PRADO,SILVA,ALUSIC
2702,PRIMERA,2021-03-30,AEGNEM,FUENTES,PRADO,SILVA,ALUSIC
2703,PRIMERA,2021-03-31,AEGNEM,FUENTES,PRADO,SILVA,FUENTES
2718,PRIMERA,2021-03-09,PRADO,SILVA,MU,CONTRERAS,ALUSIC
2737,PRIMERA,2021-03-08,PRADO,SILVA,MU,CONTRERAS,ALUSIC
2756,PRIMERA,2021-03-05,PRADO,SILVA,AREPETTO,MU,CONTRERAS
2777,PRIMERA,2021-03-04,PRADO,SILVA,MU,CONTRERAS,ALUSIC
2799,PRIMERA,2021-03-03,PRADO,SILVA,MU,CONTRERAS,ALUSIC
2820,PRIMERA,2021-03-02,PRADO,SILVA,MU,CONTRERAS,ALUSIC
2843,PRIMERA,2021-03-01,PRADO,SILVA,MU,CONTRERAS,ALUSIC
2848,PRIMERA,2021-04-12,AMAGGI,AEGNEM,FUENTES,PRADO,SILVA
2849,PRIMERA,2021-04-13,AEGNEM,FUENTES,PRADO,SILVA,ACOPPO
2853,PRIMERA,2021-04-14,AMAGGI,AEGNEM,FUENTES,SILVA,MUNITA
2857,PRIMERA,2021-04-15,AMAGGI,FUENTES,PRADO,SILVA,FUENTES
2862,PRIMERA,2021-04-16,AMAGGI,AEGNEM,FUENTES,PRADO,ARAVANALES
2868,PRIMERA,2021-04-19,AEGNEM,PRADO,SILVA,AREPETTO,MUNITA
2876,PRIMERA,2021-04-20,AEGNEM,FUENTES,PRADO,SILVA,FUENTES
2889,PRIMERA,2021-04-22,AMAGGI,AEGNEM,PRADO,MUNITA,FUENTES
2897,PRIMERA,2021-04-23,AMAGGI,AEGNEM,PRADO,SILVA,ACOPPO
2908,PRIMERA,2021-04-26,AMAGGI,FUENTES,PRADO,SILVA,HUMERES
2918,PRIMERA,2021-04-27,AEGNEM,FUENTES,AREPETTO,MUNITA,RUZ
2928,PRIMERA,2021-04-28,AMAGGI,AEGNEM,FUENTES,PRADO,HUMERES
2943,PRIMERA,2021-04-29,AMAGGI,AEGNEM,FUENTES,PRADO,SILVA
2959,PRIMERA,2021-04-30,AEGNEM,FUENTES,PRADO,HUMERES,FUENTES
2974,PRIMERA,2021-04-09,AMAGGI,AEGNEM,FUENTES,PRADO,SILVA
2992,PRIMERA,2021-04-08,AMAGGI,AEGNEM,FUENTES,PRADO,SILVA
3006,PRIMERA,2021-04-07,AMAGGI,AEGNEM,FUENTES,PRADO,MUNITA
3024,PRIMERA,2021-04-06,AMAGGI,AEGNEM,FUENTES,PRADO,SILVA
3063,PRIMERA,2021-04-01,AEGNEM,FUENTES,SILVA,ALUSIC,HUMERES
3068,PRIMERA,2021-05-10,AMAGGI,PRADO,SILVA,HUMERES,FUENTES
3069,PRIMERA,2021-05-11,AMAGGI,AEGNEM,FUENTES,PRADO,SILVA
3072,PRIMERA,2021-05-12,AMAGGI,AEGNEM,FUENTES,PRADO,MUNITA
3075,PRIMERA,2021-05-13,AMAGGI,AEGNEM,FUENTES,AMU,MUNITA
3082,PRIMERA,2021-05-14,FUENTES,PRADO,SILVA,MUNITA,FUENTES
3088,PRIMERA,2021-05-17,AMAGGI,AEGNEM,FUENTES,SILVA,HUMERES
3097,PRIMERA,2021-05-18,AMAGGI,AEGNEM,FUENTES,PRADO,SILVA
3106,PRIMERA,2021-05-19,AMAGGI,PRADO,SILVA,BIEL,FUENTES
3115,PRIMERA,2021-05-20,AMAGGI,PRADO,SILVA,MU,FUENTES
3124,PRIMERA,2021-05-24,AMAGGI,ACHEVESICH,AMU,PRADO,SILVA
3136,PRIMERA,2021-05-25,AMAGGI,PRADO,SILVA,BIEL,ZEPEDA
3160,PRIMERA,2021-05-26,BRITO,PRADO,SILVA,BIEL,HUMERES
3175,PRIMERA,2021-05-28,AMAGGI,PRADO,SILVA,BIEL,MUNITA
3189,PRIMERA,2021-05-27,AMAGGI,PRADO,SILVA,BIEL,ZEPEDA
3204,PRIMERA,2021-05-31,AMAGGI,SILVA,BIEL,MU,FUENTES
3205,PRIMERA,2021-05-07,AMAGGI,PRADO,SILVA,HUMERES,FUENTES
3221,PRIMERA,2021-05-06,AMAGGI,AMU,PRADO,SILVA,FUENTES
3240,PRIMERA,2021-05-05,AMAGGI,AEGNEM,FUENTES,PRADO,SILVA
3256,PRIMERA,2021-05-04,AMAGGI,AEGNEM,FUENTES,PRADO,SILVA
3275,PRIMERA,2021-05-03,AEGNEM,FUENTES,PRADO,SILVA,HUMERES
3276,PRIMERA,2021-06-10,AMAGGI,PRADO,ARAVANALES,ALETELIER,MU
3281,PRIMERA,2021-06-11,AMAGGI,BIEL,MU,MUNITA,FUENTES
3287,PRIMERA,2021-06-14,BRITO,AMAGGI,PRADO,SILVA,BIEL
3290,PRIMERA,2021-06-15,PRADO,BIEL,MU,AGAJARDO,FUENTES
3296,PRIMERA,2021-06-16,AMAGGI,PRADO,SILVA,BIEL,MU
3305,PRIMERA,2021-06-17,AMAGGI,PRADO,SILVA,BIEL,MU
3311,PRIMERA,2021-06-18,AMAGGI,PRADO,SILVA,BIEL,HUMERES
3319,PRIMERA,2021-06-22,AMAGGI,PRADO,SILVA,BIEL,MU
3349,PRIMERA,2021-06-23,AMAGGI,PRADO,SILVA,BIEL,MU
3350,PRIMERA,2021-06-24,AMAGGI,PRADO,SILVA,BIEL,MU
3351,PRIMERA,2021-06-25,AMAGGI,PRADO,SILVA,BIEL,FUENTES
3362,PRIMERA,2021-06-29,AMAGGI,PRADO,SILVA,ARAVANALES,BIEL
3376,PRIMERA,2021-06-30,SILVA,ALETELIER,MU,ZEPEDA,HUMERES
3390,PRIMERA,2021-06-09,AMAGGI,PRADO,SILVA,BIEL,MU
3407,PRIMERA,2021-06-08,AMAGGI,PRADO,SILVA,BIEL,MU
3421,PRIMERA,2021-06-07,AMAGGI,PRADO,SILVA,BIEL,ZEPEDA
3437,PRIMERA,2021-06-04,PRADO,SILVA,BIEL,MU,MUNITA
3455,PRIMERA,2021-06-03,AMAGGI,PRADO,SILVA,BIEL,ZEPEDA
3474,PRIMERA,2021-06-02,AMAGGI,PRADO,SILVA,BIEL,ZEPEDA
3492,PRIMERA,2021-06-01,AMAGGI,PRADO,SILVA,BIEL,MU
3495,PRIMERA,2021-07-12,AMAGGI,PRADO,SILVA,BIEL,MU
3497,PRIMERA,2021-07-13,AMAGGI,PRADO,SILVA,BIEL,FUENTES
3502,PRIMERA,2021-07-14,AMAGGI,AEGNEM,FUENTES,PRADO,HUMERES
3509,PRIMERA,2021-07-15,AMAGGI,AEGNEM,FUENTES,MUNITA,FUENTES
3513,PRIMERA,2021-07-19,AMAGGI,AEGNEM,PRADO,SILVA,HUMERES
3521,PRIMERA,2021-07-20,AMAGGI,FUENTES,PRADO,SILVA,AGAJARDO
3534,PRIMERA,2021-07-22,AMAGGI,AEGNEM,FUENTES,SILVA,MUNITA
3544,PRIMERA,2021-07-23,AMAGGI,FUENTES,PRADO,SILVA,FUENTES
3548,PRIMERA,2021-07-26,PRADO,SILVA,MU,, MERA
3560,PRIMERA,2021-07-27,AMAGGI,PRADO,SILVA,MU,
3571,PRIMERA,2021-07-28,AMAGGI,PRADO,SILVA,MU,
3579,PRIMERA,2021-07-29,AMAGGI,SILVA,MU,, GONZALEZ
3591,PRIMERA,2021-07-30,AMAGGI,PRADO,SILVA,MU,MUNITA
3602,PRIMERA,2021-07-09,AMAGGI,PRADO,SILVA,MU,HUMERES
3616,PRIMERA,2021-07-08,AMAGGI,PRADO,SILVA,BIEL,MU
3630,PRIMERA,2021-07-07,AMAGGI,PRADO,SILVA,BIEL,MUNITA
3642,PRIMERA,2021-07-06,AMAGGI,PRADO,SILVA,BIEL,MUNITA
3657,PRIMERA,2021-07-05,AMAGGI,PRADO,SILVA,BIEL,MU
3670,PRIMERA,2021-07-02,AMAGGI,PRADO,SILVA,BIEL,MU
3687,PRIMERA,2021-07-01,PRADO,BIEL,MU,MUNITA,FUENTES
3690,PRIMERA,2021-08-10,AEGNEM,FUENTES,PRADO,SILVA,RUZ
3693,PRIMERA,2021-08-11,AEGNEM,FUENTES,SILVA,MUNITA,HUMERES
3696,PRIMERA,2021-08-12,AEGNEM,FUENTES,PRADO,SILVA,FUENTES
3698,PRIMERA,2021-08-13,AEGNEM,FUENTES,PRADO,SILVA,FUENTES
3702,PRIMERA,2021-08-16,AEGNEM,FUENTES,PRADO,SILVA,MUNITA
3708,PRIMERA,2021-08-17,AEGNEM,FUENTES,SILVA,MUNITA,FUENTES
3727,PRIMERA,2021-08-20,AEGNEM,PRADO,SILVA,MERA,HUMERES
3729,PRIMERA,2021-08-18,AEGNEM,FUENTES,PRADO,SILVA,HUMERES
3736,PRIMERA,2021-08-19,AEGNEM,FUENTES,SILVA,MUNITA,ALCALDE
3750,PRIMERA,2021-08-23,AEGNEM,PRADO,SILVA,MERA,MUNITA
3752,PRIMERA,2021-08-24,AEGNEM,PRADO,SILVA,MERA,FUENTES
3762,PRIMERA,2021-08-25,AEGNEM,FUENTES,PRADO,, SILVA
3782,PRIMERA,2021-08-27,FUENTES,SILVA,MERA,ALCALDE,FUENTES
3793,PRIMERA,2021-08-26,AEGNEM,FUENTES,PRADO,, SILVA
3794,PRIMERA,2021-08-30,AEGNEM,PRADO,MERA,AGAJARDO,FUENTES
3824,PRIMERA,2021-08-31,AEGNEM,FUENTES,MERA,ACOPPO,FUENTES
3841,PRIMERA,2021-08-09,AMAGGI,AEGNEM,FUENTES,PRADO,SILVA
3852,PRIMERA,2021-08-06,AMAGGI,AEGNEM,FUENTES,PRADO,HUMERES
3860,PRIMERA,2021-08-05,AMAGGI,AEGNEM,FUENTES,PRADO,FUENTES
3880,PRIMERA,2021-08-04,AMAGGI,PRADO,SILVA,MU,GONZALEZ
3919,SEGUNDA,2020-01-10,KÜNSEM,, BRITO,VALDERRAMA,
3920,SEGUNDA,2020-01-13,KÜNSEM,, BRITO,CISTERNAS,VALDERRAMA
3921,SEGUNDA,2020-01-14,KÜNSEM,, BRITO,CISTERNAS,VALDERRAMA
3923,SEGUNDA,2020-01-15,KÜNSEM,CISTERNAS,AMU,VALDERRAMA,AGAJARDO
3929,SEGUNDA,2020-01-16,KÜNSEM,BRITO,VALDERRAMA,ABUAUAD,AGAJARDO
3937,SEGUNDA,2020-01-17,KÜNSEM,BRITO,CISTERNAS,VALDERRAMA,ZEPEDA
3946,SEGUNDA,2020-01-20,KÜNSEM,BRITO,CISTERNAS,VALDERRAMA,ABUAUAD
3955,SEGUNDA,2020-01-21,KÜNSEM,BRITO,VALDERRAMA,MU,AETCHEBERRY
3965,SEGUNDA,2020-01-22,BRITO,PRADO,MU,AETCHEBERRY,BARRA
3974,SEGUNDA,2020-01-23,KÜNSEM,BRITO,ZEPEDA,AETCHEBERRY,BARRA
3987,SEGUNDA,2020-01-24,KÜNSEM,BRITO,MU,AETCHEBERRY,DE
4000,SEGUNDA,2020-01-27,KÜNSEM,BRITO,VALDERRAMA,AETCHEBERRY,BARRA
4015,SEGUNDA,2020-01-28,KÜNSEM,BRITO,VALDERRAMA,AETCHEBERRY,BARRA
4029,SEGUNDA,2020-01-29,KÜNSEM,BRITO,VALDERRAMA,DAHM,AGAJARDO
4044,SEGUNDA,2020-01-30,KÜNSEM,BRITO,VALDERRAMA,DAHM,AGAJARDO
4060,SEGUNDA,2020-01-09,KÜNSEM,, BRITO,VALDERRAMA,
4077,SEGUNDA,2020-01-08,KÜNSEM,, BRITO,VALDERRAMA,
4094,SEGUNDA,2020-01-07,KÜNSEM,, BRITO,VALDERRAMA,
4112,SEGUNDA,2020-01-06,KÜNSEM,VALDERRAMA,, GÓMEZ,
4126,SEGUNDA,2020-01-03,KÜNSEM,CISTERNAS,, VALDERRAMA,
4128,SEGUNDA,2020-02-10,KÜNSEM,BRITO,VALDERRAMA,DAHM,MU
4131,SEGUNDA,2020-02-11,KÜNSEM,BRITO,DAHM,AETCHEBERRY,PALLAVICINI
4136,SEGUNDA,2020-02-12,KÜNSEM,DAHM,MU,AETCHEBERRY,AGAJARDO
4139,SEGUNDA,2020-02-13,KÜNSEM,DAHM,MU,AETCHEBERRY,AGAJARDO
4145,SEGUNDA,2020-02-14,KÜNSEM,DAHM,MU,AETCHEBERRY,AGAJARDO
4150,SEGUNDA,2020-02-17,KÜNSEM,BRITO,DAHM,AETCHEBERRY,BARRA
4156,SEGUNDA,2020-02-18,KÜNSEM,BRITO,DAHM,, MERA
4164,SEGUNDA,2020-02-19,KÜNSEM,BRITO,DAHM,, MU
4174,SEGUNDA,2020-02-20,KÜNSEM,BRITO,DAHM,, MU
4184,SEGUNDA,2020-02-21,KÜNSEM,BRITO,DAHM,, MU
4196,SEGUNDA,2020-02-21,KÜNSEM,BRITO,DAHM,LAGOS,
4207,SEGUNDA,2020-02-25,KÜNSEM,DAHM,MU,LAGOS,A
4218,SEGUNDA,2020-02-26,KÜNSEM,DAHM,BIEL.,MUNITA,A
4232,SEGUNDA,2020-02-27,KÜNSEM,DAHM,BIEL,MUNITA,
4244,SEGUNDA,2020-02-28,KÜNSEM,A,SILVA,MERA,LAGOS
4261,SEGUNDA,2020-02-07,KÜNSEM,BRITO,VALDERRAMA,DAHM,MU
4278,SEGUNDA,2020-02-06,KÜNSEM,BRITO,VALDERRAMA,DAHM,MU
4295,SEGUNDA,2020-02-05,KÜNSEM,BRITO,VALDERRAMA,DAHM,MU
4315,SEGUNDA,2020-02-04,KÜNSEM,BRITO,VALDERRAMA,DAHM,BARRA
4335,SEGUNDA,2020-02-03,KÜNSEM,BRITO,VALDERRAMA,DAHM,MU
4340,SEGUNDA,2020-03-10,KÜNSEM,VALDERRAMA,, SILVA,LAGOS
4341,SEGUNDA,2020-03-11,KÜNSEM,BRITO,CISTERNAS,VALDERRAMA,
4345,SEGUNDA,2020-03-12,KÜNSEM,BRITO,VALDERRAMA,, DAHM
4349,SEGUNDA,2020-03-13,BRITO,VALDERRAMA,, DAHM,PALLAVICINI
4354,SEGUNDA,2020-03-16,BRITO,CISTERNAS,, VALDERRAMA,DAHM
4361,SEGUNDA,2020-03-17,KUNSEMULLER,BRITO,CISTERNAS,, VALDERRAMA
4369,SEGUNDA,2020-03-18,KUNSEMULLER,BRITO,CISTERNAS,, VALDERRAMA
4376,SEGUNDA,2020-03-19,KUNSEMULLER,BRITO,CISTERNAS,, VALDERRAMA
4385,SEGUNDA,2020-03-23,KUNSEMULLER,BRITO,CISTERNAS,, VALDERRAMA
4396,SEGUNDA,2020-03-24,KUNSEMULLER,BRITO,CISTERNAS,, VALDERRAMA
4406,SEGUNDA,2020-03-25,KUNSEMULLER,BRITO,CISTERNAS,, VALDERRAMA
4417,SEGUNDA,2020-03-26,KUNSEMULLER,BRITO,CISTERNAS,, VALDERRAMA
4431,SEGUNDA,2020-03-27,KUNSEMULLER,BRITO,, VALDERRAMA,DAHM
4459,SEGUNDA,2020-03-09,KÜNSEM,BRITO,, CISTERNAS,VALDERRAMA
4474,SEGUNDA,2020-03-06,KÜNSEM,VALDERRAMA,, DAHM,MU
4491,SEGUNDA,2020-03-05,KÜNSEM,VALDERRAMA,MU,ABUAUAD,AGAJARDO
4508,SEGUNDA,2020-03-04,KÜNSEM,VALDERRAMA,DAHM,MU,LAGOS
4540,SEGUNDA,2020-03-02,KÜNSEM,VALDERRAMA,DAHM,LAGOS,A
4543,SEGUNDA,2020-04-13,KUNSEMULLER,BRITO,, VALDERRAMA,DAHM
4546,SEGUNDA,2020-04-14,KUNSEMULLER,BRITO,, VALDERRAMA,DAHM
4550,SEGUNDA,2020-04-15,KUNSEMULLER,BRITO,, VALDERRAMA,DAHM
4555,SEGUNDA,2020-04-16,KUNSEMULLER,BRITO,, VALDERRAMA,DAHM
4559,SEGUNDA,2020-04-17,KUNSEMULLER,BRITO,, VALDERRAMA,DAHM
4566,SEGUNDA,2020-04-20,KUNSEMULLER,BRITO,, VALDERRAMA,DAHM
4574,SEGUNDA,2020-04-21,KUNSEMULLER,BRITO,, VALDERRAMA,DAHM
4583,SEGUNDA,2020-04-22,KUNSEMULLER,BRITO,, VALDERRAMA,LAGOS
4592,SEGUNDA,2020-04-23,KUNSEMULLER,BRITO,, VALDERRAMA,LAGOS
4598,SEGUNDA,2020-04-24,KUNSEMULLER,BRITO,, VALDERRAMA,DAHM
4607,SEGUNDA,2020-04-27,KUNSEMULLER,BRITO,DAHM,LLANOS,ABUAUAD
4617,SEGUNDA,2020-04-28,KUNSEMULLER,BRITO,DAHM,LLANOS,ABUAUAD
4623,SEGUNDA,2020-04-29,KUNSEMULLER,BRITO,VALDERRAMA,DAHM,LLANOS
4634,SEGUNDA,2020-04-09,KUNSEMULLER,BRITO,, VALDERRAMA,DAHM
4644,SEGUNDA,2020-04-08,KUNSEMULLER,BRITO,, VALDERRAMA,DAHM
4657,SEGUNDA,2020-04-07,KUNSEMULLER,BRITO,, VALDERRAMA,DAHM
4677,SEGUNDA,2020-04-02,KUNSEMULLER,BRITO,, VALDERRAMA,DAHM
4687,SEGUNDA,2020-05-11,KUNSEMULLER,BRITO,VALDERRAMA,DAHM,LLANOS
4690,SEGUNDA,2020-05-12,KUNSEMULLER,BRITO,VALDERRAMA,DAHM,LLANOS
4693,SEGUNDA,2020-05-13,KUNSEMULLER,BRITO,VALDERRAMA,LLANOS,ABUAUAD
4696,SEGUNDA,2020-05-14,KUNSEMULLER,BRITO,VALDERRAMA,DAHM,LLANOS
4699,SEGUNDA,2020-05-15,KUNSEMULLER,BRITO,VALDERRAMA,DAHM,LLANOS
4701,SEGUNDA,2020-05-18,KUNSEMULLER,BRITO,VALDERRAMA,DAHM,LLANOS
4711,SEGUNDA,2020-05-19,KUNSEMULLER,BRITO,VALDERRAMA,DAHM,LLANOS
4715,SEGUNDA,2020-05-20,KUNSEMULLER,BRITO,VALDERRAMA,DAHM,LLANOS
4721,SEGUNDA,2020-05-22,KUNSEMULLER,BRITO,VALDERRAMA,DAHM,AGAJARDO
4729,SEGUNDA,2020-05-25,KUNSEMULLER,BRITO,VALDERRAMA,DAHM,LLANOS
4748,SEGUNDA,2020-05-26,KUNSEMULLER,BRITO,VALDERRAMA,DAHM,LLANOS
4749,SEGUNDA,2020-05-27,KUNSEMULLER,BRITO,VALDERRAMA,LLANOS,LAGOS
4757,SEGUNDA,2020-05-28,KUNSEMULLER,BRITO,VALDERRAMA,DAHM,LLANOS
4768,SEGUNDA,2020-05-29,KUNSEMULLER,BRITO,VALDERRAMA,DAHM,LLANOS
4781,SEGUNDA,2020-05-08,KUNSEMULLER,BRITO,VALDERRAMA,DAHM,LLANOS
4796,SEGUNDA,2020-05-07,KUNSEMULLER,BRITO,VALDERRAMA,DAHM,LLANOS
4813,SEGUNDA,2020-05-06,KUNSEMULLER,BRITO,VALDERRAMA,DAHM,LLANOS
4832,SEGUNDA,2020-05-05,KUNSEM,BRITO,VALDERRAMA,DAHM,LLANOS
4850,SEGUNDA,2020-05-04,KUNSEMULLER,BRITO,VALDERRAMA,DAHM,LLANOS
4853,SEGUNDA,2020-06-10,KUNSEMULLER,BRITO,VALDERRAMA,DAHM,LLANOS
4856,SEGUNDA,2020-06-11,KUNSEMULLER,BRITO,DAHM,LAGOS,AGAJARDO
4860,SEGUNDA,2020-06-12,KUNSEMULLER,BRITO,VALDERRAMA,DAHM,LLANOS
4865,SEGUNDA,2020-06-15,KUNSEMULLER,BRITO,VALDERRAMA,DAHM,LLANOS
4871,SEGUNDA,2020-06-16,KUNSEMULLER,BRITO,DAHM,LLANOS,ABUAUAD
4878,SEGUNDA,2020-06-17,KUNSEMULLER,VALDERRAMA,LLANOS,ABUAUAD,AGAJARDO
4885,SEGUNDA,2020-06-18,KUNSEMULLER,VALDERRAMA,DAHM,LAGOS,AGAJARDO
4894,SEGUNDA,2020-06-19,KUNSEMULLER,BRITO,VALDERRAMA,DAHM,LLANOS
4911,SEGUNDA,2020-06-23,KUNSEMULLER,BRITO,VALDERRAMA,DAHM,LLANOS
4921,SEGUNDA,2020-06-24,KUNSEMULLER,BRITO,VALDERRAMA,DAHM,LLANOS
4931,SEGUNDA,2020-06-25,KUNSEMULLER,BRITO,DAHM,LLANOS,AGAJARDO
4942,SEGUNDA,2020-06-26,KUNSEMULLER,BRITO,VALDERRAMA,DAHM,LLANOS
4956,SEGUNDA,2020-06-30,KUNSEMULLER,BRITO,VALDERRAMA,DAHM,LLANOS
4968,SEGUNDA,2020-06-09,KUNSEMULLER,BRITO,VALDERRAMA,LLANOS,ABUAUAD
4980,SEGUNDA,2020-06-08,KUNSEMULLER,BRITO,VALDERRAMA,DAHM,LLANOS
4996,SEGUNDA,2020-06-05,KUNSEMULLER,VALDERRAMA,DAHM,LLANOS,ALAGOS
5030,SEGUNDA,2020-06-04,KUNSEMULLER,VALDERRAMA,DAHM,LLANOS,AGAJARDO
5031,SEGUNDA,2020-06-03,KUNSEMULLER,BRITO,DAHM,LLANOS,AGAJARDO
5050,SEGUNDA,2020-06-02,KUNSEMULLER,BRITO,VALDERRAMA,DAHM,LLANOS
5071,SEGUNDA,2020-06-01,KUNSEMULLER,BRITO,VALDERRAMA,DAHM,LLANOS
5073,SEGUNDA,2020-07-10,KUNSEMULLER,BRITO,VALDERRAMA,DAHM,LLANOS
5075,SEGUNDA,2020-07-13,KUNSEMULLER,VALDERRAMA,DAHM,LLANOS,LAGOS
5080,SEGUNDA,2020-07-14,KUNSEMULLER,VALDERRAMA,DAHM,LLANOS,AGAJARDO
5084,SEGUNDA,2020-07-15,KUNSEMULLER,VALDERRAMA,DAHM,LLANOS,AGAJARDO
5088,SEGUNDA,2020-07-17,KUNSEMULLER,BRITO,LLANOS,ABUAUAD,AGAJARDO
5095,SEGUNDA,2020-07-20,KUNSEMULLER,DAHM,LLANOS,LAGOS,AABUAUAD
5103,SEGUNDA,2020-07-21,KUNSEMULLER,BRITO,VALDERRAMA,DAHM,ABUAUAD
5112,SEGUNDA,2020-07-22,KUNSEMULLER,BRITO,VALDERRAMA,DAHM,LLANOS
5122,SEGUNDA,2020-07-23,KUNSEMULLER,BRITO,VALDERRAMA,DAHM,AGAJARDO
5131,SEGUNDA,2020-07-24,KUNSEMULLER,BRITO,VALDERRAMA,DAHM,LLANOS
5142,SEGUNDA,2020-07-27,KUNSEMULLER,BRITO,VALDERRAMA,DAHM,LLANOS
5153,SEGUNDA,2020-07-28,KUNSEMULLER,BRITO,VALDERRAMA,DAHM,LAGOS
5167,SEGUNDA,2020-07-29,KUNSEMULLER,BRITO,VALDERRAMA,DAHM,LLANOS
5181,SEGUNDA,2020-07-30,KUNSEMULLER,BRITO,VALDERRAMA,DAHM,LLANOS
5196,SEGUNDA,2020-07-31,KUNSEMULLER,BRITO,VALDERRAMA,DAHM,LAGOS
5213,SEGUNDA,2020-07-09,KUNSEMULLER,BRITO,VALDERRAMA,DAHM,LLANOS
5227,SEGUNDA,2020-07-08,KUNSEMULLER,VALDERRAMA,LLANOS,ABUAUAD,AGAJARDO
5247,SEGUNDA,2020-07-07,KUNSEMULLER,BRITO,VALDERRAMA,DAHM,LLANOS
5262,SEGUNDA,2020-07-06,KUNSEMULLER,BRITO,VALDERRAMA,DAHM,LLANOS
5281,SEGUNDA,2020-07-03,KUNSEMULLER,BRITO,VALDERRAMA,DAHM,LLANOS
5300,SEGUNDA,2020-07-02,KUNSEMULLER,VALDERRAMA,DAHM,LLANOS,LAGOS
5323,SEGUNDA,2020-07-01,KUNSEMULLER,BRITO,VALDERRAMA,DAHM,LLANOS
5325,SEGUNDA,2020-08-10,KUNSEMULLER,BRITO,VALDERRAMA,DAHM,LAGOS
5328,SEGUNDA,2020-08-11,KUNSEMULLER,BRITO,VALDERRAMA,DAHM,LLANOS
5332,SEGUNDA,2020-08-12,KUNSEMULLER,BRITO,DAHM,LLANOS,AGAJARDO
5337,SEGUNDA,2020-08-13,KUNSEMULLER,BRITO,VALDERRAMA,DAHM,LLANOS
5343,SEGUNDA,2020-08-14,KUNSEMULLER,BRITO,VALDERRAMA,DAHM,LLANOS
5349,SEGUNDA,2020-08-17,KUNSEMULLER,BRITO,VALDERRAMA,DAHM,LLANOS
5365,SEGUNDA,2020-08-19,KUNSEMULLER,BRITO,VALDERRAMA,DAHM,LLANOS
5374,SEGUNDA,2020-08-20,KUNSEMULLER,BRITO,VALDERRAMA,DAHM,LLANOS
5385,SEGUNDA,2020-08-21,BRITO,VALDERRAMA,DAHM,ABUAUAD,AGAJARDO
5397,SEGUNDA,2020-08-24,KUNSEMULLER,BRITO,VALDERRAMA,DAHM,AGAJARDO
5410,SEGUNDA,2020-08-25,KUNSEMULLER,BRITO,DAHM,LLANOS,ABUAUAD
5424,SEGUNDA,2020-08-26,KUNSEMULLER,BRITO,VALDERRAMA,DAHM,AGAJARDO
5438,SEGUNDA,2020-08-27,KUNSEMULLER,BRITO,DAHM,LLANOS,AGAJARDO
5453,SEGUNDA,2020-08-28,KUNSEMULLER,BRITO,VALDERRAMA,DAHM,LLANOS
5470,SEGUNDA,2020-08-31,KUNSEMULLER,BRITO,VALDERRAMA,DAHM,LLANOS
5488,SEGUNDA,2020-08-07,BRITO,VALDERRAMA,DAHM,LLANOS,ABUAUAD
5505,SEGUNDA,2020-08-06,KUNSEMULLER,BRITO,VALDERRAMA,DAHM,LLANOS
5525,SEGUNDA,2020-08-05,KUNSEMULLER,BRITO,VALDERRAMA,LLANOS,ABUAUAD
5544,SEGUNDA,2020-08-04,KUNSEMULLER,BRITO,VALDERRAMA,DAHM,LLANOS
5566,SEGUNDA,2020-08-03,KUNSEMULLER,VALDERRAMA,DAHM,LLANOS,AGAJARDO
